cite_key,primary_bucket,all_buckets,mandatory,year,title,venue,doi,cited_by_count,tier,focus,primary_topic,sources
Huotari2020,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B17_ed_uc;B24_stochastic_robust,1,2020,Hybrid ship unit commitment with demand prediction and model predictive control,Energies,10.3390/en13184748,15,A,,Maritime Transport Emissions and Efficiency,surrogate_esm_tier_a
Wang2022812,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc,1,2022,A Data-Driven Uncertainty Quantification Method for Stochastic Economic Dispatch,IEEE Transactions on Power Systems,10.1109/tpwrs.2021.3114083,37,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Pan20244422,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc,1,2024,Reliability-Constrained Economic Dispatch With Analytical Formulation of Operational Risk Evaluation,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3317973,32,A,,Electric Power System Optimization,surrogate_esm_tier_a
Li20191438,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc,1,2019,Compressive Sensing Based Stochastic Economic Dispatch with High Penetration Renewables,IEEE Transactions on Power Systems,10.1109/tpwrs.2018.2874718,30,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
Yan2019625,B02_gp_kriging,B02_gp_kriging;B17_ed_uc,1,2019,Analytical Iterative Multistep Interval Forecasts of Wind Generation Based on TLGP,IEEE Transactions on Sustainable Energy,10.1109/tste.2018.2841938,25,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Angizeh2023134995,B02_gp_kriging,B02_gp_kriging;B17_ed_uc,1,2023,Impact Assessment Framework for Grid Integration of Energy Storage Systems and Renewable Energy Sources Toward Clean Energy Transition,IEEE Access,10.1109/access.2023.3337133,38,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Kanwal2018117,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B17_ed_uc;B22_microgrid_hub,1,2018,Support vector machine and Gaussian process regression based modeling for photovoltaic power prediction,"Proceedings - 2018 International Conference on Frontiers of Information Technology, FIT 2018",10.1109/fit.2018.00028,30,A,,Solar Radiation and Photovoltaics,surrogate_esm_tier_a
Oyedeji2023,B02_gp_kriging,B02_gp_kriging;B04_rbf_kernel;B06_neural_surrogates;B17_ed_uc,1,2023,Computational Models for Forecasting Electric Vehicle Energy Demand,International Journal of Energy Research,10.1155/2023/1934188,18,A,,Electric Vehicles and Infrastructure,surrogate_esm_tier_a
Mahapatra2022721,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B18_opf,1,2022,Constrained optimal power flow and optimal TCSC allocation using hybrid cuckoo search and ant lion optimizer,International Journal of System Assurance Engineering and Management,10.1007/s13198-021-01334-1,22,A,,Power System Optimization and Stability,surrogate_esm_tier_a
Mahapatra20161921,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B18_opf,1,2016,Hybrid technique for optimal location and cost sizing of thyristor controlled series compensator to upgrade voltage stability,"IET Generation, Transmission and Distribution",10.1049/iet-gtd.2015.1211,22,A,,Power System Optimization and Stability,surrogate_esm_tier_a
De Keyser20179702,B18_opf,B18_opf,1,2017,Convex mapping formulations enabling optimal power split and design of the electric drivetrain in all-electric vehicles,IEEE Transactions on Vehicular Technology,10.1109/tvt.2017.2745101,27,A,,Electric and Hybrid Vehicle Technologies,surrogate_esm_tier_a
Mitrovic2023__2,B02_gp_kriging,B02_gp_kriging;B07_constraint_aware;B15_uncertainty;B18_opf;B24_stochastic_robust,1,2023,Fast Data-Driven Chance Constrained AC-OPF Using Hybrid Sparse Gaussian Processes,"2023 IEEE Belgrade PowerTech, PowerTech 2023",10.1109/powertech55446.2023.10202724,13,A,,Electric Power System Optimization,surrogate_esm_tier_a
Mitrovic2023__3,B02_gp_kriging,B02_gp_kriging;B07_constraint_aware;B15_uncertainty;B18_opf;B24_stochastic_robust,1,2023,GP CC-OPF: Gaussian Process based optimization tool for Chance-Constrained Optimal Power Flow[Formula presented],Software Impacts,10.1016/j.simpa.2023.100489,13,A,,Electric Power System Optimization,surrogate_esm_tier_a
Lei20247417,B07_constraint_aware,B07_constraint_aware;B15_uncertainty;B18_opf;B24_stochastic_robust,1,2024,Surrogate Formulation for Chance-Constrained DC Optimal Power Flow With Affine Control Policy,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3304136,10,A,,Electric Power System Optimization,surrogate_esm_tier_a
Wu2021__2,B04_rbf_kernel,B04_rbf_kernel;B18_opf;B21_mes_sector_coupling,1,2021,Hybrid Improved Bird Swarm Algorithm with Extreme Learning Machine for Short-Term Power Prediction in Photovoltaic Power Generation System,Computational Intelligence and Neuroscience,10.1155/2021/6638436,38,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Zhou2022__2,B19_capacity_expansion,B19_capacity_expansion;B22_microgrid_hub,1,2022,Bi-level framework for microgrid capacity planning under dynamic wireless charging of electric vehicles,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2022.108204,44,A,,Advanced Battery Technologies Research,surrogate_esm_tier_a
Kim2021,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B19_capacity_expansion,1,2021,Probabilistic modeling of wind energy potential for power grid expansion planning,Energy,10.1016/j.energy.2021.120831,36,A,,Wind Energy Research and Development,surrogate_esm_tier_a
Pérez-Uresti2023,B19_capacity_expansion,B19_capacity_expansion;B21_mes_sector_coupling,1,2023,Strategic investment planning for the hydrogen economy – A mixed integer non-linear framework for the development and capacity expansion of hydrogen supply chain networks,Computers and Chemical Engineering,10.1016/j.compchemeng.2023.108412,25,A,,Hybrid Renewable Energy Systems,surrogate_esm_tier_a
Shi2026,B02_gp_kriging,B02_gp_kriging;B05_tree_ensembles;B19_capacity_expansion,1,2026,Wind-Solar-Storage Transmission Expansion Planning With Reinforcement Learning Framework Based on Gaussian Process Regression,IET Renewable Power Generation,10.1049/rpg2.70213,0,B,,,surrogate_esm_tier_a
Yang2025,B05_tree_ensembles,B05_tree_ensembles;B12_bayes_accel;B19_capacity_expansion,1,2025,Adaptive multi-objective Bayesian optimization approach for capacity planning of the interconnected offshore wind farms,Energy,10.1016/j.energy.2025.138284,0,out,,,surrogate_esm_tier_a
Simonson202036,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B20_district_heating,1,2020,Probabilistic Modeling of Thermal Grids using Gaussian Processes,Proceedings of the IEEE Conference on Decision and Control,10.1109/cdc42340.2020.9304284,5,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Weinberger2018555,B20_district_heating,B20_district_heating,1,2018,Investigating influential techno-economic factors for combined heat and power production using optimization and metamodeling,Applied Energy,10.1016/j.apenergy.2018.09.206,7,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Roy2023,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling;B23_moo_design,1,2023,Multi-objective optimization of biomass gasification based combined heat and power system employing molten carbonate fuel cell and externally fired gas turbine,Applied Energy,10.1016/j.apenergy.2023.121486,36,A,,Thermochemical Biomass Conversion Processes,surrogate_esm_tier_a
Ahlström2022596,B21_mes_sector_coupling,B21_mes_sector_coupling,1,2022,The role of biomass gasification in the future flexible power system – BECCS or CCU?,Renewable Energy,10.1016/j.renene.2022.03.100,27,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Qi2023,B21_mes_sector_coupling,B21_mes_sector_coupling,1,2023,Strategies for flexible operation of power-to-X processes coupled with renewables,Renewable and Sustainable Energy Reviews,10.1016/j.rser.2023.113282,52,A,,Hybrid Renewable Energy Systems,surrogate_esm_tier_a
Walden2023,B21_mes_sector_coupling,B21_mes_sector_coupling,1,2023,"Nonlinear operational optimization of an industrial power-to-heat system with a high temperature heat pump, a thermal energy storage and wind energy",Applied Energy,10.1016/j.apenergy.2023.121247,34,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,surrogate_esm_tier_a
Rixhon2021,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling,1,2021,The role of electrofuels under uncertainties for the belgian energy transition,Energies,10.3390/en14134027,26,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Assareh2023,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling,1,2023,"Performance analysis of solar-assisted-geothermal combined cooling, heating, and power (CCHP) systems incorporated with a hydrogen generation subsystem",Journal of Building Engineering,10.1016/j.jobe.2022.105727,44,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Zhang2022__2,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design,1,2022,Development and comparative selection of surrogate models using artificial neural network for an integrated regenerative transcritical cycle,Applied Energy,10.1016/j.apenergy.2022.119146,38,A,,Advanced Aircraft Design and Technologies,surrogate_esm_tier_a
Xu20184696,B03_pce_response_surface,B03_pce_response_surface;B22_microgrid_hub,1,2018,Maximum Loadability of Islanded Microgrids With Renewable Energy Generation,IEEE Transactions on Smart Grid,10.1109/tsg.2018.2848958,46,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Gan2021695,B02_gp_kriging,B02_gp_kriging;B22_microgrid_hub,1,2021,Data-Driven Energy Management System with Gaussian Process Forecasting and MPC for Interconnected Microgrids,IEEE Transactions on Sustainable Energy,10.1109/tste.2020.3017224,45,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Chaturvedi2024149,B06_neural_surrogates,B06_neural_surrogates;B22_microgrid_hub,1,2024,Reinforcement Learning-Based Integrated Control to Improve the Efficiency of DC Microgrids,IEEE Transactions on Smart Grid,10.1109/tsg.2023.3286801,41,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Prusty2025,B02_gp_kriging,B02_gp_kriging;B22_microgrid_hub,1,2025,An improved moth swarm algorithm based fractional order type-2 fuzzy PID controller for frequency regulation of microgrid system,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",10.1080/15567036.2022.2038735,40,A,,Frequency Control in Power Systems,surrogate_esm_tier_a
Kiani20253021,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B22_microgrid_hub,1,2025,Learning Robust Model Predictive Control for Voltage Control of Islanded Microgrid,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2024.3388018,36,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Hussien20226442,B03_pce_response_surface,B03_pce_response_surface;B22_microgrid_hub;B23_moo_design,1,2022,Coot Bird Algorithms-Based Tuning PI Controller for Optimal Microgrid Autonomous Operation,IEEE Access,10.1109/access.2022.3142742,44,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Cao2023__2,B22_microgrid_hub,B22_microgrid_hub,1,2023,Co-optimization of multiple virtual power plants considering electricity-heat-carbon trading: A Stackelberg game strategy,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2023.109294,47,A,,Process Optimization and Integration,surrogate_esm_tier_a
Liang20222192,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B22_microgrid_hub;B24_stochastic_robust,1,2022,Stochastic Optimal Energy Storage Management for Energy Routers Via Compressive Sensing,IEEE Transactions on Industrial Informatics,10.1109/tii.2021.3095141,34,A,,Energy Harvesting in Wireless Networks,surrogate_esm_tier_a
Zhang20234075,B02_gp_kriging,B02_gp_kriging;B22_microgrid_hub;B23_moo_design,1,2023,Surrogated-assisted multimodal multi-objective optimization for hybrid renewable energy system,Complex and Intelligent Systems,10.1007/s40747-022-00943-y,22,A,,Hybrid Renewable Energy Systems,surrogate_esm_tier_a
Yakubu2025,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design,1,2025,"Modeling, optimization, and thermal management strategies of hydrogen fuel cell systems",Results in Engineering,10.1016/j.rineng.2025.105924,19,A,,Fuel Cells and Related Materials,surrogate_esm_tier_a
Bian202224179,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design,1,2022,"Energy, exergy, economy analysis, and multi-objective optimization of a novel integrated energy system by combining artificial neural network and whale optimization algorithm",International Journal of Energy Research,10.1002/er.8724,19,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,surrogate_esm_tier_a
Ata2025,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling;B23_moo_design,1,2025,"Comprehensive evaluation of a gas turbine-based multi-generation system for power, heating, cooling, freshwater, hydrogen and ammonia: 4E assessment and multi-objective optimization with RSM desirability approach",Renewable Energy,10.1016/j.renene.2025.122900,16,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,moo_mes_focus;surrogate_esm_tier_a
Hussien202415075,B03_pce_response_surface,B03_pce_response_surface;B22_microgrid_hub;B23_moo_design,1,2024,Hybrid Transient Search Algorithm With Levy Flight for Optimal PI Controllers of Islanded Microgrids,IEEE Access,10.1109/access.2024.3357741,16,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Liang2024__3,B15_uncertainty,B15_uncertainty;B21_mes_sector_coupling;B23_moo_design;B24_stochastic_robust,1,2024,Risk-based distributionally robust optimal dispatch for multiple cascading failures in regional integrated energy system using surrogate modeling,Applied Energy,10.1016/j.apenergy.2023.122063,16,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,surrogate_esm_tier_a
Hussien202190577,B03_pce_response_surface,B03_pce_response_surface;B22_microgrid_hub;B23_moo_design,1,2021,LMSRE-based adaptive pi controller for enhancing the performance of an autonomous operation of microgrids,IEEE Access,10.1109/access.2021.3091496,16,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Dong2024,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design,1,2024,Design and optimal scheduling of forecasting-based campus multi-energy complementary energy system,Energy,10.1016/j.energy.2024.133088,14,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Salahinezhad2025,B03_pce_response_surface,B03_pce_response_surface;B21_mes_sector_coupling;B23_moo_design,1,2025,Trade-off analysis for optimal design of trigeneration energy systems integrated with solar and hydrogen subsystems: A novel optimization strategy,Renewable Energy,10.1016/j.renene.2024.122211,9,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Cao2017,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B22_microgrid_hub;B23_moo_design,1,2017,Multi-objective optimization of preplanned microgrid islanding based on stochastic short-term simulation,International Transactions on Electrical Energy Systems,10.1002/etep.2238,9,A,,Optimal Power Flow Distribution,moo_mes_focus;surrogate_esm_tier_a
Dong2023__2,B03_pce_response_surface,B03_pce_response_surface;B07_constraint_aware;B15_uncertainty;B21_mes_sector_coupling;B23_moo_design;B24_stochastic_robust,1,2023,Robust optimal scheduling for integrated energy systems based on multi-objective confidence gap decision theory,Expert Systems with Applications,10.1016/j.eswa.2023.120304,8,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Lalitha20231401,B12_bayes_accel,B12_bayes_accel;B22_microgrid_hub;B23_moo_design,1,2023,Multi-objective approach for protection of microgrids using surrogate assisted particle swarm optimization (SAPSO),Applied Nanoscience (Switzerland),10.1007/s13204-021-02044-7,8,A,,Power Systems Fault Detection,surrogate_esm_tier_a
Cuzner2018,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design,1,2018,Power Conversion and Distribution Equipment Metamodels for Dependable Design of Shipboard Integrated Power and Energy Systems,"2018 IEEE International Conference on Electrical Systems for Aircraft, Railway, Ship Propulsion and Road Vehicles and International Transportation Electrification Conference, ESARS-ITEC 2018",10.1109/esars-itec.2018.8607676,8,A,,Radiation Effects in Electronics,surrogate_esm_tier_a
Perera2017187,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design,1,2017,Optimum design of distributed energy hubs using hybrid surrogate models (HSM),Energy Procedia,10.1016/j.egypro.2017.07.343,5,A,,Hybrid Renewable Energy Systems,moo_mes_focus;surrogate_esm_tier_a
tezer_multi-objective_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B22_microgrid_hub;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-objective optimization of hybrid renewable energy systems with green hydrogen integration and hybrid storage strategies,Int J Hydrogen Energy,10.1016/j.ijhydene.2025.03.006,0,,moo_mes,,moo_mes_focus
tian_building_2025,B06_neural_surrogates,B06_neural_surrogates;B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Building design and operation multi-objective optimization: Energy costs vs. Emissions,Energy Build.,10.1016/j.enbuild.2024.115225,0,,moo_mes,,moo_mes_focus
chen_multi-objective_2025-1,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-objective optimization of multi-energy complementary systems integrated biomass-solar-wind energy utilization in rural areas,Energy Convers. Manage.,10.1016/j.enconman.2024.119241,0,,moo_mes,,moo_mes_focus
bian_multi-energy_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B25_moo_algorithms_nsga,1,2025,Multi-energy Complementary Planning for Regional Integrated Energy System Considering Flexibility and Economy,Mod. Electr. Power,10.19725/j.cnki.1007-2322.2022.0479,0,,moo_mes,,moo_mes_focus
cortes-caicedo_multi-objective_2025,B23_moo_design,B23_moo_design;B25_moo_algorithms_nsga,1,2025,A multi-objective optimization approach based on the Non-Dominated Sorting Genetic Algorithm {II} for power coordination in battery energy storage systems for {DC} distribution network applications,J. Energy Storage,10.1016/j.est.2025.115430,0,,moo_mes,,moo_mes_focus
alahmad_enhancing_2025,B23_moo_design,B23_moo_design;B24_stochastic_robust;B25_moo_algorithms_nsga,1,2025,Enhancing renewable energy integration through strategic stochastic optimization planning of distributed energy resources (Wind/{PV}/{SBESS}/{MBESS}) in distribution systems,Energy Strateg. Rev.,10.1016/j.esr.2025.101683,0,,moo_mes,,moo_mes_focus
alahmad_optimizing_2025,B23_moo_design,B23_moo_design;B26_moo_metaheuristics,1,2025,Optimizing renewable energy and green technologies in distribution systems through stochastic planning of distributed energy resources,Energy Convers. Manage. X,10.1016/j.ecmx.2024.100834,0,,moo_mes,,moo_mes_focus
ali_optimizing_2025,B21_mes_sector_coupling,B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2025,Optimizing Hydrogen Systems and Demand Response for Enhanced Integration of {RES} and {EVs} in Smart Grids,{IEEE} Trans. Smart Grid,10.1109/tsg.2024.3491774,0,,moo_mes,,moo_mes_focus
an_multi-objective_2025,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2025,Multi-objective optimization for optimal placement of shared battery energy storage systems in urban energy communities,Sustainable Cities Soc.,10.1016/j.scs.2025.106178,0,,moo_mes,,moo_mes_focus
anoune_microgrid_2025,B22_microgrid_hub,B22_microgrid_hub;B23_moo_design;B26_moo_metaheuristics,1,2025,Microgrid Optimization Using a Developed Model of Genetic Algorithm Under {MATLAB},Springer Nature,10.1007/978-3-031-71914-1_2,0,,moo_mes,,moo_mes_focus
bagheri_miqcp-based_2025,B06_neural_surrogates,B06_neural_surrogates;B23_moo_design;B26_moo_metaheuristics,1,2025,An {MIQCP}-based multi-objective optimal operation strategy for renewables-integrated smart distribution systems considering transformer loss of life and environmental emissions,Electr Power Syst Res,10.1016/j.epsr.2024.111252,0,,moo_mes,,moo_mes_focus
bendriss_novel_2025,B23_moo_design,B23_moo_design;B26_moo_metaheuristics,1,2025,A novel improved Frilled Lizard algorithm for solving the optimal planning problem of renewable energy sources within distribution grids under uncertainties,Energy Convers. Manage.,10.1016/j.enconman.2024.119465,0,,moo_mes,,moo_mes_focus
Roy2020,B03_pce_response_surface,B03_pce_response_surface;B27_mcdm,1,2020,Performance evaluation of a novel biomass-based hybrid energy system employing optimisation and multi-criteria decision-making techniques,Sustainable Energy Technologies and Assessments,10.1016/j.seta.2020.100861,28,A,,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,surrogate_esm_tier_a
Han2024,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B22_microgrid_hub;B24_stochastic_robust,1,2024,Hierarchical robust Day-Ahead VPP and DSO coordination based on local market to enhance distribution network voltage stability,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2024.110076,20,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Zhang2024821,B02_gp_kriging,B02_gp_kriging;B15_uncertainty;B24_stochastic_robust,1,2024,Tractable Data Enriched Distributionally Robust Chance-Constrained Conservation Voltage Reduction,IEEE Transactions on Power Systems,10.1109/tpwrs.2023.3244895,17,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Zhang20203731,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B22_microgrid_hub;B24_stochastic_robust,1,2020,Two-Stage Optimal Operation Strategy of Isolated Microgrid with TSK Fuzzy Identification of Supply Security,IEEE Transactions on Industrial Informatics,10.1109/tii.2019.2929747,17,A,,Microgrid Control and Optimization,surrogate_esm_tier_a
Pourmohammadi2023,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B22_microgrid_hub;B24_stochastic_robust,1,2023,Robust metamodel-based simulation-optimization approaches for designing hybrid renewable energy systems,Applied Energy,10.1016/j.apenergy.2023.121132,14,A,,Advanced Multi-Objective Optimization Algorithms,surrogate_esm_tier_a
Yang2024__2,B03_pce_response_surface,B03_pce_response_surface;B15_uncertainty;B17_ed_uc;B22_microgrid_hub;B24_stochastic_robust,1,2024,Data-driven robust optimization scheduling for microgrid day-ahead to intra-day operations based on renewable energy interval prediction,Energy,10.1016/j.energy.2024.134058,6,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Venkatakrishnan2022,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B15_uncertainty;B21_mes_sector_coupling;B24_stochastic_robust,1,2022,Optimally manage the energy between electric vehicle charging stations and electricity distribution system: A hybrid technique,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",10.1002/jnm.2944,8,A,,Electric Vehicles and Infrastructure,surrogate_esm_tier_a
Uhrich2026211,B10_doe_active_learning,B10_doe_active_learning,1,2026,A Metamodeling Framework for Accelerated Energy Market Optimization Using Active Learning,Lecture Notes in Computer Science,10.1007/978-3-032-17933-3_22,0,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Lu2025740,B08_hybrid_pinn,B08_hybrid_pinn;B15_uncertainty,1,2025,Advanced Probabilistic Transient Stability Assessment for Operational Planning: A Physics-Informed Graphical Learning Approach,IEEE Transactions on Power Systems,10.1109/tpwrs.2024.3406674,13,A,,Nuclear Engineering Thermal-Hydraulics,surrogate_esm_tier_a
Franzoso2025,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B21_mes_sector_coupling,1,2025,Deep reinforcement learning as a tool for the analysis and optimization of energy flows in multi-energy systems,Energy Conversion and Management,10.1016/j.enconman.2025.120095,11,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Ren20252375,B08_hybrid_pinn,B08_hybrid_pinn;B12_bayes_accel;B18_opf,1,2025,Hybrid Model-Driven and Data-Driven Surrogate-Assisted Method for Transient Stability Preventive Control,IEEE Transactions on Industry Applications,10.1109/tia.2024.3462679,9,A,,Real-time simulation and control systems,surrogate_esm_tier_a
Tian2025,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B17_ed_uc,1,2025,EDformer family: End-to-end multi-task load forecasting frameworks for day-ahead economic dispatch,Applied Energy,10.1016/j.apenergy.2025.125319,7,A,,Energy Load and Power Forecasting,surrogate_esm_tier_a
Yang20251813,B09_decision_focused_l2o,B09_decision_focused_l2o,1,2025,Energy-efficient edge intelligence for task-dependency MEC power grid networks,Wireless Networks,10.1007/s11276-024-03830-1,6,A,,Age of Information Optimization,surrogate_esm_tier_a
Cestero2025,B06_neural_surrogates,B06_neural_surrogates;B08_hybrid_pinn;B18_opf,1,2025,Optimizing energy management of smart grid using reinforcement learning aided by surrogate models built using physics-informed neural networks,Applied Energy,10.1016/j.apenergy.2025.126750,4,A,,Model Reduction and Neural Networks,surrogate_esm_tier_a
Prasad2025,B04_rbf_kernel,B04_rbf_kernel;B06_neural_surrogates;B08_hybrid_pinn,1,2025,Active and Reactive Power Control in Three-Phase Grid-Connected Electric Vehicles using Zebra Optimization Algorithm and Multimodal Adaptive Spatio-Temporal Graph Neural Network,Renewable Energy Focus,10.1016/j.ref.2025.100715,4,A,,Electric Vehicles and Infrastructure,surrogate_esm_tier_a
Karantoumanis2025377,B10_doe_active_learning,B10_doe_active_learning,1,2025,Optimizing concentrated solar power plants using adaptive sampling-based derivative-free algorithms,"Proceedings - 28th Pan-Hellenic Conference on Progress in Computing and Informatics with International Participation, PCI 2024",10.1145/3716554.3716611,0,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Wang2024__2,B07_constraint_aware,B07_constraint_aware,1,2024,A method to bridge energy and process system optimization: Identifying the feasible operating space for a methanation process in power-to-gas energy systems,Computers and Chemical Engineering,10.1016/j.compchemeng.2023.108582,30,A,,Hybrid Renewable Energy Systems,surrogate_esm_tier_a
Moradi2024108,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o,1,2024,Learning to optimize power allocation in cell-free massive MIMO networks with hybrid green energy,Computer Communications,10.1016/j.comcom.2024.03.009,6,A,,Advanced MIMO Systems Optimization,surrogate_esm_tier_a
Chi2024,B08_hybrid_pinn,B08_hybrid_pinn,1,2024,Hybrid model-data-driven dynamic VAR planning for wind-penetrated power system using spectral surrogate techniques,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2024.109998,2,A,,Power System Reliability and Maintenance,surrogate_esm_tier_a
liang_high_2024,B11_multi_fidelity,B11_multi_fidelity;B21_mes_sector_coupling;B23_moo_design;B26_moo_metaheuristics,1,2024,High fidelity modeling of pumped storage units for optimal operation of a multi-energy co-generation system,J. Clean. Prod.,10.1016/j.jclepro.2024.140773,0,,moo_mes,,moo_mes_focus
Rizqi2023,B09_decision_focused_l2o,B09_decision_focused_l2o;B15_uncertainty,1,2023,Green energy mix modeling under supply uncertainty: Hybrid system dynamics and adaptive PSO approach,Applied Energy,10.1016/j.apenergy.2023.121643,21,A,,Integrated Energy Systems Optimization,surrogate_esm_tier_a
Chung2023,B02_gp_kriging,B02_gp_kriging;B11_multi_fidelity,1,2023,MULTI-FIDELITY MODELING FOR DYNAMIC POWER CONTROL AND OPTIMIZATION OF NUCLEAR-RENEWABLE HYBRID ENERGY SYSTEMS,Proceedings of the ASME Design Engineering Technical Conference,10.1115/detc2023-116914,0,A,,Hybrid Renewable Energy Systems,surrogate_esm_tier_a
Chen2022__2,B06_neural_surrogates,B06_neural_surrogates;B09_decision_focused_l2o;B17_ed_uc,1,2022,OPTIMIZATION OF CORE PARAMETERS BASED ON ARTIFICIAL NEURAL NETWORK SURROGATE MODEL,"International Conference on Nuclear Engineering, Proceedings, ICONE",10.1115/icone29-90511,39,A,,Smart Grid Energy Management,surrogate_esm_tier_a
Van Acker2022,B03_pce_response_surface,B03_pce_response_surface;B07_constraint_aware;B18_opf,1,2022,General polynomial chaos in the current–voltage formulation of the optimal power flow problem,Electric Power Systems Research,10.1016/j.epsr.2022.108472,16,A,,Probabilistic and Robust Engineering Design,surrogate_esm_tier_a
Yang2022,B02_gp_kriging,B02_gp_kriging;B12_bayes_accel,1,2022,Bayesian optimization for effective thermal conductivity measurement of thermal energy storage: An experimental and numerical approach,Journal of Energy Storage,10.1016/j.est.2022.104795,16,A,,Phase Change Materials Research,surrogate_esm_tier_a
Dong2022197,B12_bayes_accel,B12_bayes_accel,1,2022,Surrogate-Assisted Cooperation Control of Network-Connected Doubly Fed Induction Generator Wind Farm with Maximized Reactive Power Capacity,IEEE Transactions on Industrial Informatics,10.1109/tii.2021.3084895,14,A,,Wind Energy Research and Development,surrogate_esm_tier_a
