cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Omri202399,2023,CONFERENCE,Solar Irradiance Forecasting using Gaussian Process Regression Model,"2023 20th International Multi-Conference on Systems, Signals and Devices, SSD 2023",10.1109/SSD58187.2023.10411196,A,accept,gaussian process,machine learning; regression model,dispatch,power system,,,closed,,3,15,Solar Radiation and Photovoltaics,0,low
Salari2023717,2023,ARTICLE,A machine learning approach to optimize the performance of a combined solar chimney-photovoltaic thermal power plant,Renewable Energy,10.1016/j.renene.2023.05.047,out,reject,,machine learning; support vector,optimization; multi-objective,energy system; renewable energy,,,,,,,,,
Chaturvedi2024149,2024,ARTICLE,Reinforcement Learning-Based Integrated Control to Improve the Efficiency of DC Microgrids,IEEE Transactions on Smart Grid,10.1109/TSG.2023.3286801,A,accept,surrogate,neural network; machine learning; learning-based,energy planning,microgrid; energy planning,surrogate,,closed,,41,37,Microgrid Control and Optimization,0,medium
Zhang2023,2023,ARTICLE,A hybrid RBF neural network based model for day-ahead prediction of photovoltaic plant power output,Frontiers in Energy Research,10.3389/fenrg.2023.1338195,A,accept,radial basis function,neural network,optimization,power system; renewable energy,,,gold,https://www.frontiersin.org/articles/10.3389/fenrg.2023.1338195/pdf?isPublishedV2=False,4,31,Solar Radiation and Photovoltaics,1,low
Swide202383,2023,ARTICLE,Energy Demand Prediction Based on Deep Learning Techniques,Iraqi Journal for Electrical and Electronic Engineering,10.37917/ijeee.19.2.10,out,reject,,deep learning; random forest,optimization; dispatch; scheduling,smart grid,,,,,,,,,
Mishra2024,2024,ARTICLE,Islanding Detection and Power Quality Diagnosis of Wind Power Integrated Microgrid with Reduced Feature Trained Novel Optimized Random Decision Forest,International Journal of Energy Research,10.1155/2024/5198814,B,candidate,,random forest,optimization,microgrid,reduce computation,,,,,,,,
Zhou20246179,2024,CONFERENCE,Research on electric load forecasting based on RBF,"Proceedings of the 36th Chinese Control and Decision Conference, CCDC 2024",10.1109/CCDC62350.2024.10587953,A,accept,radial basis function,neural network,optimization,power system; electric power system,,load forecasting,closed,,1,,Geoscience and Mining Technology,0,low
Gilletly2023,2023,ARTICLE,Evaluating the impact of wildfire smoke on solar photovoltaic production,Applied Energy,10.1016/j.apenergy.2023.121303,out,reject,,random forest; regression model,,smart grid; renewable energy,,,,,,,,,
Walden2023,2023,ARTICLE,"Nonlinear operational optimization of an industrial power-to-heat system with a high temperature heat pump, a thermal energy storage and wind energy",Applied Energy,10.1016/j.apenergy.2023.121247,A,accept,surrogate,,optimization,energy system; renewable energy; heat pump,surrogate,,hybrid,https://ars.els-cdn.com/content/image/1-s2.0-S0306261923006116-ga1_lrg.jpg,34,63,Thermodynamic and Exergetic Analyses of Power and Cooling Systems,1,medium
Li20237259,2023,ARTICLE,Faulty Feeders Identification for Single-Phase-to-Ground Fault Based on Multi-Features and Machine Learning,IEEE Transactions on Industry Applications,10.1109/TIA.2023.3297094,out,reject,,machine learning; random forest; support vector,optimization,power system,,fault detection,,,,,,,
Xu2023,2023,ARTICLE,A data-based day-ahead scheduling optimization approach for regional integrated energy systems with varying operating conditions,Energy,10.1016/j.energy.2023.128534,out,reject,,gradient boosting; xgboost,optimization; scheduling,energy system; integrated energy; renewable energy; energy hub,,,,,,,,,
Kumar202481,2024,ARTICLE,Comparative Study of Ensemble Learning Models for Smart Meter Load,Lecture Notes in Networks and Systems,10.1007/978-3-031-60935-0_8,out,reject,,machine learning; gradient boosting; learning-based,optimization,smart grid,,load forecasting,,,,,,,
MacMillan2023285,2023,ARTICLE,A predictive model of velocity for local hydrokinetic power assessment based on remote sensing data,Renewable Energy,10.1016/j.renene.2023.04.146,out,reject,,machine learning; random forest,energy planning,renewable energy; energy planning,,,,,,,,,
Xi2023367,2023,ARTICLE,Oil temperature prediction of power transformers based on modified support vector regression machine,International Journal of Emerging Electric Power Systems,10.1515/ijeeps-2021-0443,out,reject,,machine learning; support vector,optimization,power grid,,,,,,,,,
Oyedeji2023,2023,ARTICLE,Computational Models for Forecasting Electric Vehicle Energy Demand,International Journal of Energy Research,10.1155/2023/1934188,A,accept,gaussian process,neural network; machine learning; support vector,optimization; unit commitment,unit commitment,replace,,gold,https://downloads.hindawi.com/journals/ijer/2023/1934188.pdf,18,22,Electric Vehicles and Infrastructure,1,medium
Pourmohammadi2023,2023,ARTICLE,Robust metamodel-based simulation-optimization approaches for designing hybrid renewable energy systems,Applied Energy,10.1016/j.apenergy.2023.121132,A,accept,surrogate; metamodel; meta model; response surface; response surface methodology,,optimization; robust optimization,energy system; renewable energy,surrogate,,closed,,14,41,Advanced Multi-Objective Optimization Algorithms,0,medium
Wang2024251,2024,CONFERENCE,A Research on Building Energy Consumption Prediction Method Based on GBRT-LSTM,"2024 8th International Conference on Power and Energy Engineering, ICPEE 2024",10.1109/ICPEE64457.2024.10949956,out,reject,,machine learning; gradient boosting; regression tree; lstm,scheduling,power grid,,,,,,,,,
Khademhamedani2023,2023,CONFERENCE,Transformative Control Optimization in PMSG-Based Wind Energy Systems: A Deep Reinforcement Learning Approach,"2023 3rd International Conference on Electrical Machines and Drives, ICEMD 2023",10.1109/ICEMD60816.2023.10429181,A,accept,response surface,neural network; deep learning,optimization,energy system,,,closed,,4,15,Wind Turbine Control Systems,0,low
Achouri2023290,2023,CONFERENCE,Gaussian Processes for Efficient Photovoltaic Power Prediction,"2023 International Conference on Decision Aid Sciences and Applications, DASA 2023",10.1109/DASA59624.2023.10286780,A,accept,gaussian process,,dispatch,energy dispatch,,,closed,,3,27,Solar Radiation and Photovoltaics,0,low
Lin202364,2023,CONFERENCE,Applying Evolutionary Algorithms to Optimize Hyperparameters for Prediction Model of Solar Power Generation,"Proceedings - 2023 6th International Symposium on Computer, Consumer and Control, IS3C 2023",10.1109/IS3C57901.2023.00025,out,reject,,deep learning; machine learning; gradient boosting,optimization; dispatch,renewable energy; power grid,,,,,,,,,
Bareth2023,2023,CONFERENCE,Comparative Analysis of different Machine learning Models for Load Forecasting,"2023 IEEE IAS Global Conference on Renewable Energy and Hydrogen Technologies, GlobConHT 2023",10.1109/GlobConHT56829.2023.10087406,A,accept,gaussian process,machine learning; support vector,scheduling,power system,,load forecasting,closed,,14,18,Energy Load and Power Forecasting,0,medium
Ganvir2024,2024,CONFERENCE,Prediction of Global Horizontal Irradiance based on eXplainable Artificial Intelligence,"Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics, ICIITCEE 2024",10.1109/IITCEE59897.2024.10467440,out,reject,,neural network; machine learning; random forest; gradient boosting; learning-based,dispatch; unit commitment,unit commitment; renewable energy,,,,,,,,,
Saranya2024,2024,CONFERENCE,Dynamic Feature Selection Algorithm for Enhanced Time-Series Energy Consumption Forecasting,"2024 International Conference on Integration of Emerging Technologies for the Digital World, ICIETDW 2024",10.1109/ICIETDW61607.2024.10939529,out,reject,,random forest,scheduling,energy system,,,,,,,,,
2023,2023,CONFERENCE,"2023 4th International Conference on Power Engineering, ICPE 2023","2023 4th International Conference on Power Engineering, ICPE 2023",,out,reject,,random forest,optimization,power system; microgrid,,load forecasting,,,,,,,
Feng2024106,2024,CONFERENCE,Broadband Oscillation Suppression Method for New Energy Grid-connected Systems Based on Parameter Optimization Strategy of Additional Damping Controller,"2024 4th International Conference on Smart Grid and Energy Internet, SGEI 2024",10.1109/SGEI63936.2024.10914256,out,reject,,,optimization; optimisation,power grid,,,,,,,,,
Castorino2023,2023,CONFERENCE,CONCURRENT DESIGN AND OPERATION OPTIMIZATION OF A MULTI-GENERATION ENERGY SYSTEM BY USING A SMO-MILP HYBRID ALGORITHM,Proceedings of the ASME Turbo Expo,10.1115/GT2023-101205,A,accept,surrogate,,optimization; milp; mixed-integer,energy system; power system; renewable energy; combined heat and power; heat pump; thermal storage,surrogate,,closed,,,,Integrated Energy Systems Optimization,0,low
Lu2024,2024,ARTICLE,Uncertainty-oriented optimal impedance control for EPS-human system with reliability evaluation,Control Engineering Practice,10.1016/j.conengprac.2023.105751,A,accept,surrogate; polynomial chaos,,optimization; multi-objective; multi objective,power system; electric power system,surrogate,,closed,,14,51,Vehicle Dynamics and Control Systems,0,medium
2024,2024,ARTICLE,"7th International Conference on Electrical, Control, and Computer Engineering, InECCE 2023",Lecture Notes in Electrical Engineering,,out,reject,,neural network; deep learning; support vector; learning-based; convolutional neural,optimization; dispatch,power system,,,,,,,,,
Ledmaoui20231004,2023,ARTICLE,Forecasting solar energy production: A comparative study of machine learning algorithms,Energy Reports,10.1016/j.egyr.2023.07.042,out,reject,,neural network; machine learning; random forest; gradient boosting; xgboost; support vector,optimization,energy system; renewable energy,,,,,,,,,
Haider20241089,2024,CONFERENCE,Two-Stage Robust Optimization for Microgrid Incorporating Renewable Energy Uncertainties via Bayesian Inference with Gaussian Processes,"Proceedings - 2024 9th Asia Conference on Power and Electrical Engineering, ACPEE 2024",10.1109/ACPEE60788.2024.10532483,A,accept,gaussian process,,optimization; dispatch; robust optimization,microgrid; renewable energy,,,closed,,,14,Smart Grid Energy Management,0,low
Vaish2023,2023,ARTICLE,Cost Optimization and Battery Sizing of Grid-Connected Microgrid with Distributed Energy Resources Using Random Forest Technique,Iranian Journal of Electrical and Electronic Engineering,10.22068/IJEEE.19.4.2924,out,reject,,neural network; random forest; learning-based,optimization,power system; electric power system; microgrid,,,,,,,,,
Brester20232953,2023,ARTICLE,AUTOMATED LOAD CONTROL DETECTION USING POWER QUALITY DATA AND MACHINE LEARNING,IET Conference Proceedings,10.1049/icp.2023.0957,out,reject,,neural network; machine learning; random forest,,power system,,,,,,,,,
Cao2023,2023,ARTICLE,Co-optimization of multiple virtual power plants considering electricity-heat-carbon trading: A Stackelberg game strategy,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2023.109294,A,accept,metamodel; meta model; kriging,,optimization; scheduling,virtual power plant,,,closed,,53,37,Smart Grid Energy Management,0,high
Ma20231195,2023,CONFERENCE,Optimization Strategies for Power System Load Forecasting: Enhancing RBF Neural Networks with Genetic Algorithms,"2023 3rd International Conference on Energy, Power and Electrical Engineering, EPEE 2023",10.1109/EPEE59859.2023.10352044,A,accept,radial basis function; rbf network,neural network,optimization,power system; electric power system; power grid,,load forecasting,closed,,1,9,Energy Load and Power Forecasting,0,low
Amoedo2023929,2023,ARTICLE,A genetic algorithm-active learning approach in energy systems optimization,Computer Aided Chemical Engineering,10.1016/B978-0-443-15274-0.50148-7,A,accept,surrogate,neural network; random forest,optimization,energy system,surrogate,,closed,,2,17,Advanced Multi-Objective Optimization Algorithms,0,low
Hussien202391312,2023,ARTICLE,Adaptive-Width Generalized Correntropy Diffusion Algorithm for Robust Control Strategy of Microgrid Autonomous Operation,IEEE Access,10.1109/ACCESS.2023.3308039,A,accept,response surface; response surface methodology,,optimization; optimisation,microgrid,,,gold,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10227295.pdf,4,47,Microgrid Control and Optimization,1,low
Bui2023,2023,CONFERENCE,Deep Reinforcement Learning-Based Operation of Distribution Systems Using Surrogate Model,IEEE Power and Energy Society General Meeting,10.1109/PESGM52003.2023.10253401,A,accept,surrogate,neural network; deep learning; learning-based,optimization; optimal power flow,power system; optimal power flow,accelerate; replace; surrogate,,closed,,1,15,Optimal Power Flow Distribution,0,low
Yang2024,2024,ARTICLE,Optimization and analysis of distributed power carrying capacity of distribution network based on DR-DQN,Frontiers in Energy Research,10.3389/fenrg.2024.1342517,A,accept,learning to optimize,neural network; deep learning; convolutional neural; recurrent neural,optimization,power system; power grid,,,gold,https://www.frontiersin.org/articles/10.3389/fenrg.2024.1342517/pdf?isPublishedV2=False,3,70,Smart Grid Energy Management,1,low
Zhou20236247,2023,ARTICLE,"A robust error correction method for numerical weather prediction wind speed based on Bayesian optimization, variational mode decomposition, principal component analysis, and random forest: VMD-PCA-RF (version 1.0.0)",Geoscientific Model Development,10.5194/gmd-16-6247-2023,out,reject,,random forest; gradient boosting; xgboost,optimization; dispatch,power grid,,,,,,,,,
Qu2023,2023,ARTICLE,Optimal design of building integrated energy systems by combining two-phase optimization and a data-driven model,Energy and Buildings,10.1016/j.enbuild.2023.113304,A,accept,surrogate,neural network; data-driven model,optimization; pareto,energy system; integrated energy; renewable energy,approximate; computational cost; surrogate,,closed,,24,74,Building Energy and Comfort Optimization,0,medium
Babaali20232331,2023,ARTICLE,Weighted ensemble learning for real-time short-term voltage stability assessment with phasor measurements data,"IET Generation, Transmission and Distribution",10.1049/gtd2.12809,out,reject,,machine learning; random forest,optimization,power system; power grid,,,,,,,,,
Uwadukunze20242736,2024,CONFERENCE,Neural Networks Smart Grid Based Optimisation for Expensive Functions,"2024 European Control Conference, ECC 2024",10.23919/ECC64448.2024.10590999,A,accept,gaussian process,neural network; machine learning,optimization; optimisation,smart grid; power grid,computation time; replace; expensive function,,green,https://hal.science/hal-04052060/document,,18,Energy Load and Power Forecasting,1,low
Wu2023,2023,ARTICLE,A dual-driven predictive control for photovoltaic-diesel microgrid secondary frequency regulation,Applied Energy,10.1016/j.apenergy.2023.120652,A,accept,gaussian process,neural network; recurrent neural,optimization; optimisation; model predictive,microgrid; renewable energy; power grid,,,green,,30,38,Microgrid Control and Optimization,0,medium
Huang20231211,2023,CONFERENCE,A Hadoop configuration optimization method based on middle platform business operation requirements,"2023 IEEE International Conference on Sensors, Electronics and Computer Engineering, ICSECE 2023",10.1109/ICSECE58870.2023.10263541,out,reject,,random forest,optimization,power grid,,,,,,,,,
Manchalwar20232069,2023,ARTICLE,Peer-to-peer energy trading in a distribution network considering the impact of short-term load forecasting,Electrical Engineering,10.1007/s00202-023-01793-8,A,accept,gaussian process,neural network; support vector,optimization,power system; microgrid,,load forecasting,closed,,13,32,Energy Load and Power Forecasting,0,medium
Chung2023,2023,CONFERENCE,MULTI-FIDELITY MODELING FOR DYNAMIC POWER CONTROL AND OPTIMIZATION OF NUCLEAR-RENEWABLE HYBRID ENERGY SYSTEMS,Proceedings of the ASME Design Engineering Technical Conference,10.1115/DETC2023-116914,A,accept,surrogate; kriging; co-kriging,,optimization,energy system; power system; electric power system; renewable energy,surrogate,,closed,,,,Hybrid Renewable Energy Systems,0,low
Chen2023254,2023,ARTICLE,Artificial Intelligence and Environmental Protection of Buildings; [Sztuczna inteligencja i ochrona środowiska budynków],Problemy Ekorozwoju,10.35784/preko.4039,A,accept,response surface; response surface methodology,deep learning; machine learning,,energy system; renewable energy,,,diamond,https://ph.pollub.pl/index.php/preko/article/download/4039/3232,12,26,Construction Management and Sustainability,1,medium
Wang20231325,2023,CONFERENCE,Research on cost differentiation model of power grid multi-service demand based on data drive,IEEE Joint International Information Technology and Artificial Intelligence Conference (ITAIC),10.1109/ITAIC58329.2023.10409083,out,reject,,gradient boosting,optimization,power system; electric power system; power grid,,,,,,,,,
Boussaid20233182,2023,CONFERENCE,Evaluation of Graph Neural Networks as Surrogate Model for District Heating Networks Simulation,"36th International Conference on Efficiency, Cost, Optimization, Simulation and Environmental Impact of Energy Systems, ECOS 2023",10.52202/069564-0286,A,accept,surrogate,neural network; deep learning; graph neural,optimization,district heating,accelerate; surrogate; emulate,,gold,https://www.proceedings.com/content/069/069564-0286open.pdf,2,33,Integrated Energy Systems Optimization,1,low
Kari2023691,2023,ARTICLE,Power transformer fault diagnosis using random forest and optimized kernel extreme learning machine,Intelligent Automation and Soft Computing,10.32604/iasc.2023.037617,out,reject,,random forest,optimization,power grid,,fault diagnosis; transformer fault,,,,,,,
Zhang20232415,2023,CONFERENCE,An Error Correction Mid-term Electricity Load Forecasting Model Based on Seasonal Decomposition,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",10.1109/SMC53992.2023.10394531,out,reject,,gradient boosting,,power system,,load forecasting,,,,,,,
Gao2023,2023,ARTICLE,Short-Term Prediction of PV Power Based on Combined Modal Decomposition and NARX-LSTM-LightGBM,Sustainability (Switzerland),10.3390/su15108266,out,reject,,neural network; machine learning; gradient boosting; lstm,optimization; scheduling,power system; renewable energy,,,,,,,,,
Bayani20231024,2023,ARTICLE,Quantifying the Risk of Wildfire Ignition by Power Lines Under Extreme Weather Conditions,IEEE Systems Journal,10.1109/JSYST.2022.3188300,A,accept,surrogate,machine learning,,power system,surrogate,,closed,,45,39,Fire effects on ecosystems,0,medium
Altin2023,2023,CONFERENCE,Artificial Bee Colony Algorithm Based Very Fast Renewable Energy System Optimization Tool Design,"Proceedings of the 2023 27th International Conference Electronics, ELECTRONICS 2023",10.1109/IEEECONF58372.2023.10177657,A,accept,surrogate,deep learning; machine learning,optimization; optimisation; dispatch,energy system; renewable energy,approximate; replace; surrogate,,closed,,1,23,Hybrid Renewable Energy Systems,0,low
Vardhan2023,2023,ARTICLE,A Comparative Analysis of Hyperparameter Tuned Stochastic Short Term Load Forecasting for Power System Operator,Energies,10.3390/en16031243,A,accept,gaussian process,neural network; machine learning; support vector,optimization,power system,,load forecasting,gold,https://www.mdpi.com/1996-1073/16/3/1243/pdf?version=1675829786,29,34,Energy Load and Power Forecasting,1,medium
2023,2023,CONFERENCE,"Proceedings of the 2023 IEEE International Conference on Advanced Systems and Emergent Technologies, IC_ASET 2023","Proceedings of the 2023 IEEE International Conference on Advanced Systems and Emergent Technologies, IC_ASET 2023",,out,reject,,machine learning; random forest,optimization,microgrid,,fault detection,,,,,,,
Cherif20232199,2023,CONFERENCE,Dynamics of Multi-Objective Energy Optimization in Multi-Energy Micro-Grids Based on Renewable Energy,"9th 2023 International Conference on Control, Decision and Information Technologies, CoDIT 2023",10.1109/CoDIT58514.2023.10284137,A,accept,metamodel; meta-model; meta model; metamodeling,,optimization; optimisation; multi-objective; multi objective,multi-energy; multi energy; microgrid; renewable energy,,,closed,,3,18,Microgrid Control and Optimization,0,low
He2024259,2024,ARTICLE,Optimal Operation of Integrated Energy System Based on Bald Eagle Search Algorithm,IET Conference Proceedings,10.1049/icp.2025.0396,out,reject,,random forest,optimization,energy system; integrated energy,,,,,,,,,
Feng2024711,2024,CONFERENCE,Energy Management of Medium Voltage Direct Current Ship Area Distribution Based on Multi-Agent System,"2024 5th International Conference on Clean Energy and Electric Power Engineering, ICCEPE 2024",10.1109/ICCEPE62686.2024.10931511,out,reject,,,optimization,energy system; power system,,,,,,,,,
Wang2023,2023,ARTICLE,An XGBoost-Based predictive control strategy for HVAC systems in providing day-ahead demand response,Building and Environment,10.1016/j.buildenv.2023.110350,out,reject,,gradient boosting; xgboost,optimization; model predictive,power grid,,,,,,,,,
Zang2023813,2023,ARTICLE,Multiobjective Optimization and Multiphysics Design of a 5 MW High-Speed IPMSM Used in FESS Based on NSGA-II,IEEE Transactions on Energy Conversion,10.1109/TEC.2022.3226872,A,accept,response surface,,optimization; multi-objective,power system; electric power system,computational cost,,closed,,19,28,Electric Motor Design and Analysis,0,medium
Lu20239939,2023,ARTICLE,A load forecasting model based on support vector regression with whale optimization algorithm,Multimedia Tools and Applications,10.1007/s11042-022-13462-2,out,reject,,support vector,optimization,power system; electric power system; smart grid; power grid,,load forecasting,,,,,,,
Ghyasuddin Hashmi2024,2024,ARTICLE,Machine Learning-Based Renewable Energy Systems Fault Mitigation and Economic Assessment,Electric Power Components and Systems,10.1080/15325008.2024.2338557,out,reject,,machine learning; random forest; gradient boosting; support vector; learning-based,optimization; energy planning,energy system; renewable energy; energy planning,,,,,,,,,
Kumar2024,2024,ARTICLE,A machine learning-based stochastic optimal energy management framework for a renewable energy-assisted isolated microgrid system,"Energy Sources, Part B: Economics, Planning and Policy",10.1080/15567249.2023.2294869,A,accept,gaussian process,machine learning; learning-based,optimization; optimisation; dispatch,microgrid; renewable energy,,,closed,,4,42,Microgrid Control and Optimization,0,low
Azad2023,2023,CONFERENCE,CONCURRENT PROBABILISTIC CONTROL CO-DESIGN AND LAYOUT OPTIMIZATION OF WAVE ENERGY CONVERTER FARMS USING SURROGATE MODELING,Proceedings of the ASME Design Engineering Technical Conference,10.1115/DETC2023-116896,A,accept,surrogate,neural network,optimization,energy system,surrogate,,closed,,1,,Wave and Wind Energy Systems,0,low
Akbarian20248881,2024,ARTICLE,Detection of Cyber Attacks to Mitigate Their Impacts on the Manipulated EV Charging Prices,IEEE Transactions on Transportation Electrification,10.1109/TTE.2024.3368920,out,reject,,machine learning; random forest; support vector,optimization; bilevel,power grid,,,,,,,,,
Liu2024141,2024,CONFERENCE,Research on Loss Optimization of AC-Excitation Synchronous Condenser Under Multi-Condition Constraints,"2024 IEEE International Conference on Electrical Energy Conversion Systems and Control, IEECSC 2024",10.1109/IEECSC62814.2024.10913876,A,accept,surrogate; kriging,,optimization; multi-objective; multi objective,power system,surrogate,,closed,,,6,High-Voltage Power Transmission Systems,0,low
Liang2023,2023,ARTICLE,A New Hybrid Fault Diagnosis Method for Wind Energy Converters,Electronics (Switzerland),10.3390/electronics12051263,A,accept,radial basis function,support vector,optimization,energy system,accelerate,fault diagnosis,gold,https://www.mdpi.com/2079-9292/12/5/1263/pdf?version=1678114133,14,36,Machine Fault Diagnosis Techniques,1,medium
Nagaraj2024,2024,CONFERENCE,A Systematic Modelling for Renewable Hybrid Energy Management and Harvesting Systems,"2nd IEEE International Conference on Data Science and Network Security, ICDSNS 2024",10.1109/ICDSNS62112.2024.10691036,A,accept,radial basis function,neural network,optimization,energy system; renewable energy,,,closed,,,21,Hybrid Renewable Energy Systems,0,low
Sun2024212,2024,CONFERENCE,New Energy Power Data Prediction Research based on Cross Validation Method,"Proceedings - 2024 International Conference on Advances in Electrical Engineering and Computer Applications, AEECA 2024",10.1109/AEECA62331.2024.00045,out,reject,,machine learning; random forest; gradient boosting,scheduling,power system; power grid,,,,,,,,,
An2023,2023,ARTICLE,Joint Prediction of the State of Charge and the State of Health of Lithium-Ion Batteries Based on the PSO-XGBoost Algorithm,Energies,10.3390/en16104243,out,reject,,neural network; gradient boosting; xgboost,optimization,power grid,,,,,,,,,
Redwan20243602,2024,CONFERENCE,Dynamic and Transformative Hybrid Machine Learning Strategies for Effective Stability Prediction in Smart Energy Networks,"2024 27th International Conference on Computer and Information Technology, ICCIT 2024 - Proceedings",10.1109/ICCIT64611.2024.11022470,out,reject,,machine learning; random forest,optimization,energy system; power system; electric power system; smart grid; renewable energy; power grid,,,,,,,,,
Breiting2024189,2024,CONFERENCE,Seamless and Reliable Railway Systems: Integrating Satellite Communication and Computing for Continuous Operations,"Proceedings of the International Astronautical Congress, IAC",10.52202/078366-0022,out,reject,,,optimization; capacity expansion,capacity expansion,replace,,,,,,,,
Hissou2023,2023,ARTICLE,A Novel Machine Learning Approach for Solar Radiation Estimation,Sustainability (Switzerland),10.3390/su151310609,out,reject,,neural network; machine learning; random forest; gradient boosting,energy planning,energy system; renewable energy; power grid; energy planning,,,,,,,,,
Aziz2024,2024,ARTICLE,AI-based peak power demand forecasting model focusing on economic and climate features,Frontiers in Energy Research,10.3389/fenrg.2024.1328891,out,reject,,neural network; support vector; regression model,capacity expansion; scheduling,capacity expansion,,load forecasting,,,,,,,
2024,2024,CONFERENCE,"2024 International Conference on Connected Innovation and Technology, ICCITX 2024","2024 International Conference on Connected Innovation and Technology, ICCITX 2024",,A,accept,metamodel,neural network,optimization,microgrid; renewable energy,,fault diagnosis,,,,,,,
Castorino2024,2024,CONFERENCE,ENERGY AND ECONOMIC OPTIMIZATION OF THE DESIGN AND OPERATION OF HYBRID ENERGY PLANTS UNDER CURRENT AND FUTURE ECONOMIC SCENARIOS,Proceedings of the ASME Turbo Expo,10.1115/GT2024-121980,A,accept,surrogate,,optimization,energy system; power system; renewable energy; combined heat and power; heat pump; thermal storage,surrogate,,closed,,,,Advanced Power Generation Technologies,0,low
Rinesh20242420,2024,ARTICLE,Prediction and classification of solar photovoltaic power generation using extreme gradient boosting regression model,International Journal of Low-Carbon Technologies,10.1093/ijlct/ctae197,out,reject,,machine learning; gradient boosting; regression model,energy planning,energy system; power system; renewable energy; energy planning,,,,,,,,,
Liang2024,2024,ARTICLE,Risk-based distributionally robust optimal dispatch for multiple cascading failures in regional integrated energy system using surrogate modeling,Applied Energy,10.1016/j.apenergy.2023.122063,A,accept,surrogate,,optimization; dispatch; mixed integer; robust optimization,energy system; integrated energy; smart grid; renewable energy,surrogate,,closed,,15,32,Integrated Energy Systems Optimization,0,medium
Simutis2024889,2024,ARTICLE,Enhancing Wind Farm Generation Modeling with Turbulence Intensity and Time-Varying Air Density for Large-Scale Energy System Studies,IET Conference Proceedings,10.1049/icp.2024.3891,A,accept,surrogate,,,energy system; renewable energy,surrogate,,green,,,,Energy Load and Power Forecasting,0,low
Wu2023,2023,ARTICLE,Design and Optimization of Low Impact Shift Control Strategy for Aviation Transmission Power System Based on Response Surface Methodology,Applied Sciences (Switzerland),10.3390/app132212115,A,accept,response surface; response surface methodology,,optimization; multi-objective,power system,,,gold,https://www.mdpi.com/2076-3417/13/22/12115/pdf?version=1699365528,2,24,Hydraulic and Pneumatic Systems,1,low
Da Silva2023,2023,CONFERENCE,A Hybrid System Based on Dynamic Selection for Wind Speed Forecasting,"2023 Workshop on Communication Networks and Power Systems, WCNPS 2023",10.1109/WCNPS60622.2023.10344604,A,accept,radial basis function,neural network; machine learning; support vector,energy planning,renewable energy; energy planning,,wind speed forecasting,closed,,1,20,Energy Load and Power Forecasting,0,low
Suguna Sree2023,2023,CONFERENCE,Wide-band Kriging based Optimization for EMC of a Half Bridge Buck Converter,"2023 Joint Asia-Pacific International Symposium on Electromagnetic Compatibility and International Conference on ElectroMagnetic Interference and Compatibility, APEMC/INCEMIC 2023",10.1109/APEMC57782.2023.10217779,A,accept,surrogate; kriging,,optimization; optimisation; multi-objective,power system,surrogate,,closed,,6,10,Electromagnetic Compatibility and Noise Suppression,0,low
Singh202479,2024,ARTICLE,Regression learner machine learning approach to predict wind speed considering various parameters and integration of DG in mesh distribution system through GWO,Australian Journal of Electrical and Electronics Engineering,10.1080/1448837X.2024.2309011,A,accept,gaussian process,machine learning,optimization; optimisation,power system; electric power system,,wind speed forecasting,closed,,5,27,Energy Load and Power Forecasting,0,low
Heibati2024,2024,ARTICLE,Enhancing Cybersecurity and Frequency Control in Smart Grids Through AI-Driven Short-Term Load Forecasting,"Smart Grid Conference, SGC",10.1109/SGC64640.2024.10983745,out,reject,,support vector,optimization,energy system; microgrid; smart grid; power grid,,load forecasting,,,,,,,
Wang20233667,2023,ARTICLE,A novel prediction and control method for solar energy dispatch based on the battery energy storage system using an experimental dataset,Journal of Intelligent and Fuzzy Systems,10.3233/JIFS-221123,A,accept,radial basis function; rbf network,neural network,dispatch,energy dispatch,,,closed,,,26,Microgrid Control and Optimization,0,low
Zheng20231907,2023,ARTICLE,Distributed Dispatch of Integrated Electricity-Heat Systems With Variable Mass Flow,IEEE Transactions on Smart Grid,10.1109/TSG.2022.3210014,A,accept,surrogate,,optimization; dispatch; mixed-integer; mixed integer,energy system; integrated energy; combined heat and power; heat pump,surrogate,,closed,,48,31,Integrated Energy Systems Optimization,0,medium
Mitrovic2023,2023,ARTICLE,GP CC-OPF: Gaussian Process based optimization tool for Chance-Constrained Optimal Power Flow[Formula presented],Software Impacts,10.1016/j.simpa.2023.100489,A,accept,gaussian process; gp regression,machine learning; regression model,optimization; dispatch; economic dispatch; optimal power flow,economic dispatch; optimal power flow; power grid,,,gold,,8,15,Optimal Power Flow Distribution,0,low
Gil-Vera202371,2023,ARTICLE,Predictive Modeling of Photovoltaic Solar Power Generation,WSEAS Transactions on Power Systems,10.37394/232016.2023.18.8,out,reject,,machine learning; random forest,,power system; renewable energy,,,,,,,,,
