cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
fang_two-step_2019,fang_two-step_2019,doi,10.1109/tvt.2019.2898461,2019,Two-Step Multi-Objective Management of Hybrid Energy Storage System in All-Electric Ship Microgrids,{IEEE} Trans. Veh. Technol.,10.1109/tvt.2019.2898461,moo_mes_focus
fang_multi-objective_2023,fang_multi-objective_2023,doi,10.1109/acpee56931.2023.10135691,2023,Multi-objective Optimization Method of Electric and Hydrogen Energy System Considering Uncertain Scenarios,Institute of Electrical and Electronics Engineers Inc,10.1109/acpee56931.2023.10135691,moo_mes_focus
fang_distributed_2024,fang_distributed_2024,doi,10.1109/icesep62218.2024.10652041,2024,Distributed Photovoltaic Storage Cluster Multi-Objective Optimization Scheduling Strategy Based on Improved Bat Algorithm,Institute of Electrical and Electronics Engineers Inc,10.1109/icesep62218.2024.10652041,moo_mes_focus
farajollahi_thermodynamic_2023,farajollahi_thermodynamic_2023,doi,10.1007/s10098-023-02465-8,2023,Thermodynamic and economic evaluation and optimization of the applicability of integrating an innovative multi-heat recovery with a dual-flash binary geothermal power plant,Clean Technol. Environ. Policy,10.1007/s10098-023-02465-8,moo_mes_focus
farhoodnea_optimum_2014,farhoodnea_optimum_2014,doi,10.1016/j.ijepes.2014.03.062,2014,Optimum placement of active power conditioners by a dynamic discrete firefly algorithm to mitigate the negative power quality effects of renewable energy-based generators,Int J Electr Power Energy Syst,10.1016/j.ijepes.2014.03.062,moo_mes_focus
faria_optimal_2023,faria_optimal_2023,doi,10.3390/en16217227,2023,Optimal Sizing of Renewable Energy Communities: A Multiple Swarms Multi-Objective Particle Swarm Optimization Approach,Energies,10.3390/en16217227,moo_mes_focus
fathi_multi-objective_2015,fathi_multi-objective_2015,doi,10.1109/icecct.2015.7225988,2015,Multi-Objective optimization of islanded microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/icecct.2015.7225988,moo_mes_focus
fathi_adaptive_2013,fathi_adaptive_2013,doi,10.1109/tpwrd.2013.2257877,2013,Adaptive energy consumption scheduling for connected microgrids under demand uncertainty,{IEEE} Trans Power Delivery,10.1109/tpwrd.2013.2257877,moo_mes_focus
fauvel_flexible_2018,fauvel_flexible_2018,doi,10.1016/j.ijepes.2017.11.005,2018,A flexible design methodology to solve energy management problems,Int J Electr Power Energy Syst,10.1016/j.ijepes.2017.11.005,moo_mes_focus
feng_bi-level_2022,feng_bi-level_2022,doi,10.1109/imcec55388.2022.10020136,2022,Bi-level optimal configuration of multi-energy microgrid under multiple scenarios,Institute of Electrical and Electronics Engineers Inc,10.1109/imcec55388.2022.10020136,moo_mes_focus
feng_optimal_2022,feng_optimal_2022,doi,10.1109/imcec55388.2022.10020009,2022,Optimal Scheduling of {MulEnergy} Microgrid Considering Source - Load Uncertainty,Institute of Electrical and Electronics Engineers Inc,10.1109/imcec55388.2022.10020009,moo_mes_focus
feng_multi-objective_2020,feng_multi-objective_2020,doi,10.1109/access.2020.2988530,2020,Multi-Objective Economic Scheduling of a Shipboard Microgrid Based on Self-Adaptive Collective Intelligence de Algorithm,{IEEE} Access,10.1109/access.2020.2988530,moo_mes_focus
feng_research_2023,feng_research_2023,doi,10.1109/peas58692.2023.10395190,2023,Research and Application of Optimal Control Method for Solar Heat Storage Microgrid System,Institute of Electrical and Electronics Engineers Inc,10.1109/peas58692.2023.10395190,moo_mes_focus
ferreira_multiobjective_2017,ferreira_multiobjective_2017,doi,10.1109/cobep.2017.8257261,2017,Multiobjective approach for power flow and unbalance control in low-voltage networks considering distributed energy resources,Institute of Electrical and Electronics Engineers Inc,10.1109/cobep.2017.8257261,moo_mes_focus
ferreira_preference_2020,ferreira_preference_2020,doi,10.1016/j.apenergy.2020.115326,2020,Preference cone based multi-objective evolutionary algorithm to optimal management of distribuited energy resources in microgrids,Appl. Energy,10.1016/j.apenergy.2020.115326,moo_mes_focus
fiorini_automatic_2022,fiorini_automatic_2022,doi,10.1186/s42162-022-00253-0,2022,Automatic optimal multi-energy management of smart homes,Energy. Inform.,10.1186/s42162-022-00253-0,moo_mes_focus
fioriti_coupling_2021,fioriti_coupling_2021,doi,10.1016/j.ijepes.2020.106686,2021,Coupling economic multi-objective optimization and multiple design options: A business-oriented approach to size an off-grid hybrid microgrid,Int J Electr Power Energy Syst,10.1016/j.ijepes.2020.106686,moo_mes_focus
fioriti_multiple_2022,fioriti_multiple_2022,doi,10.1016/j.segan.2022.100644,2022,Multiple design options for sizing off-grid microgrids: A novel single-objective approach to support multi-criteria decision making,Sustain. Energy Grids Netw.,10.1016/j.segan.2022.100644,moo_mes_focus
fioriti_clustering_2022,fioriti_clustering_2022,doi,10.1109/sest53650.2022.9898440,2022,Clustering approaches to select Multiple Design Options in multi-objective optimization: an application to rural microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/sest53650.2022.9898440,moo_mes_focus
firouzmakan_comprehensive_2019,firouzmakan_comprehensive_2019,doi,10.1016/j.rser.2019.04.001,2019,"A comprehensive stochastic energy management system of micro-{CHP} units, renewable energy sources and storage systems in microgrids considering demand response programs",Renewable Sustainable Energy Rev,10.1016/j.rser.2019.04.001,moo_mes_focus
fito_robustness_2022,fito_robustness_2022,doi,10.1016/j.segy.2022.100073,2022,Robustness of district heating versus electricity-driven energy system at district level: A multi-objective optimization study,Smart Energy,10.1016/j.segy.2022.100073,moo_mes_focus
fleischhacker_portfolio_2019,fleischhacker_portfolio_2019,doi,10.1016/j.energy.2019.02.104,2019,Portfolio optimization of energy communities to meet reductions in costs and emissions,Energy,10.1016/j.energy.2019.02.104,moo_mes_focus
fonseca_multi-criteria_2021,fonseca_multi-criteria_2021,doi,10.1016/j.energy.2020.118989,2021,Multi-criteria optimization for the design and operation of distributed energy systems considering sustainability dimensions,Energy,10.1016/j.energy.2020.118989,moo_mes_focus
fonseca_sustainability_2021,fonseca_sustainability_2021,doi,10.1016/j.apenergy.2021.116746,2021,Sustainability analysis for the design of distributed energy systems: A multi-objective optimization approach,Applied Energy,10.1016/j.apenergy.2021.116746,moo_mes_focus
foroozandeh_goal_2022,foroozandeh_goal_2022,doi,10.1109/access.2022.3153341,2022,Goal Programming Approach for Energy Management of Smart Building,{IEEE} Access,10.1109/access.2022.3153341,moo_mes_focus
fragoso_increasing_2023,fragoso_increasing_2023,doi,10.1016/j.ijhydene.2023.02.055,2023,"Increasing {RES} penetration through H2 technologies on Flores island, Azores: A techno-economic analysis",Int J Hydrogen Energy,10.1016/j.ijhydene.2023.02.055,moo_mes_focus
fu_power_2023,fu_power_2023,doi,10.19595/j.cnki.1000-6753.tces.211855,2023,Power Allocation Strategy of {DC} Microgrid All Vanadium Redox Flow Battery Energy Storage System Based on A-{SA}-{WOA} Algorithm,Diangong Jishu Xuebao,10.19595/j.cnki.1000-6753.tces.211855,moo_mes_focus
fu_designing_2024,fu_designing_2024,doi,10.1016/j.apenergy.2023.122482,2024,Designing {CO}2 reduction microreactor systems under fluctuating renewable H2 supply by multi-objective stochastic optimization,Appl. Energy,10.1016/j.apenergy.2023.122482,moo_mes_focus
fuentes-cortes_integration_2018,fuentes-cortes_integration_2018,doi,10.1016/j.apenergy.2018.04.110,2018,Integration of distributed generation technologies on sustainable buildings,Appl. Energy,10.1016/j.apenergy.2018.04.110,moo_mes_focus
fuentes-cortes_integrated_2019,fuentes-cortes_integrated_2019,doi,10.1016/j.energy.2019.04.026,2019,Integrated utility pricing and design of water-energy rural off-grid systems,Energy,10.1016/j.energy.2019.04.026,moo_mes_focus
fuentes-cortes_optimal_2019,fuentes-cortes_optimal_2019,doi,10.1016/j.compchemeng.2018.12.023,2019,Optimal sustainable water-Energy storage strategies for off-grid systems in low-income communities,Comput. Chem. Eng.,10.1016/j.compchemeng.2018.12.023,moo_mes_focus
furlan_robust_2024,furlan_robust_2024,doi,10.1016/j.adapen.2024.100164,2024,Robust design of hybrid solar power systems: Sustainable integration of concentrated solar power and photovoltaic technologies,Adv. Appl. Energy,10.1016/j.adapen.2024.100164,moo_mes_focus
fusco_smart_2016,fusco_smart_2016,key,fusco_smart_2016,2016,Smart {AMI} based demand-response management in a micro-grid environment,Institute of Electrical and Electronics Engineers Inc,,moo_mes_focus
gabbar_risk-based_2012,gabbar_risk-based_2012,doi,10.1016/j.ijepes.2012.05.061,2012,Risk-based performance analysis of microgrid topology with distributed energy generation,Int J Electr Power Energy Syst,10.1016/j.ijepes.2012.05.061,moo_mes_focus
gabl_multiobjective_2022,gabl_multiobjective_2022,doi,10.1109/jsyst.2021.3114963,2022,A Multiobjective Secondary Control Approach for Optimal Design of {DG} Droop Characteristic and Control Mode for Autonomous Microgrids,{IEEE} Syst. J.,10.1109/jsyst.2021.3114963,moo_mes_focus
galisai_multi-objective_2019,galisai_multi-objective_2019,doi,10.1109/sest.2019.8849103,2019,Multi-Objective and Multi-Criteria Optimization of Microgrids for Nearly Zero-Energy Buildings,Institute of Electrical and Electronics Engineers Inc,10.1109/sest.2019.8849103,moo_mes_focus
gamil_optimal_2022,gamil_optimal_2022,doi,10.3390/su142113709,2022,Optimal Multi-Objective Power Scheduling of a Residential Microgrid Considering Renewable Sources and Demand Response Technique,Sustainability,10.3390/su142113709,moo_mes_focus
gan_hybrid_2017,gan_hybrid_2017,doi,10.1109/ecce.2017.8095898,2017,A hybrid vanadium redox/lithium-ion energy storage system for off-grid renewable power,Institute of Electrical and Electronics Engineers Inc,10.1109/ecce.2017.8095898,moo_mes_focus
gandhi_multi-objective_2014,gandhi_multi-objective_2014,doi,10.1007/978-981-15-8815-0_41,2014,Multi-objective Optimization for Hybrid Microgrid Utility with Energy Storage,Springer Verlag,10.1007/978-981-15-8815-0_41,moo_mes_focus
ganesan_design_2012,ganesan_design_2012,doi,10.1063/1.4757429,2012,Design optimization of a fuzzy distributed generation ({DG}) system with multiple renewable energy sources,,10.1063/1.4757429,moo_mes_focus
gangil_multi-objective_2024,gangil_multi-objective_2024,doi,10.1016/j.est.2024.114116,2024,A multi-objective techno-economic operation of distribution network considering reactive power support from renewable energy and battery storage system,J. Energy Storage,10.1016/j.est.2024.114116,moo_mes_focus
ganjian_voyage_2024,ganjian_voyage_2024,doi,10.1016/j.ijhydene.2024.08.428,2024,Voyage scheduling and energy management co-optimization in hydrogen-powered ships,Int J Hydrogen Energy,10.1016/j.ijhydene.2024.08.428,moo_mes_focus
gao_coordinated_2024,gao_coordinated_2024,doi,10.11930/j.issn.1004-9649.202311024,2024,Coordinated Optimization and Operational Strategy for Multi-type Energy Storage in Regional Integrated Energy Systems,Zhongguo Dianli,10.11930/j.issn.1004-9649.202311024,moo_mes_focus
gao_multi-objective_2025,gao_multi-objective_2025,doi,10.1016/j.ijepes.2025.110493,2025,Multi-objective day-ahead optimization of distribution system considering low Carbon and demand response with {EV} cluster,Int J Electr Power Energy Syst,10.1016/j.ijepes.2025.110493,moo_mes_focus
gao_multi-objective_2022,gao_multi-objective_2022,doi,10.1088/1742-6596/2174/1/012083,2022,Multi-objective Green Flexible Workshop Scheduling Considering Multi-energy Consumption Factors,{IOP} Publishing Ltd,10.1088/1742-6596/2174/1/012083,moo_mes_focus
gao_economic_2015,gao_economic_2015,doi,10.23919/ccc63176.2024.10662760,2015,Economic Cost and Carbon Emission Reduction of Microgrid via Bi-Objective Optimization,{IEEE} Computer Society,10.23919/ccc63176.2024.10662760,moo_mes_focus
gao_multi-objective_2022-1,gao_multi-objective_2022-1,doi,10.1109/auteee56487.2022.9994432,2022,Multi-objective capacity optimization configuration of island microgrid based on ocean thermal water and electricity co-generation system,Institute of Electrical and Electronics Engineers Inc,10.1109/auteee56487.2022.9994432,moo_mes_focus
gao_precise_2018,gao_precise_2018,doi,10.7500/aeps20170517005,2018,Precise Control of Tie-line Power for Microgrid Based on Multi-agent System,Dianli Xitong Zidonghue,10.7500/aeps20170517005,moo_mes_focus
gao_multi_2021,gao_multi_2021,doi,10.13335/j.1000-3673.pst.2020.2278,2021,Multi Agent Coordinated Optimal Control Strategy for Smart Microgrid Based on Digital Twin Drive,Dianwang Jishu,10.13335/j.1000-3673.pst.2020.2278,moo_mes_focus
gao_multi-objective_2024,gao_multi-objective_2024,doi,10.1109/ifeea64237.2024.10878642,2024,Multi-Objective Optimization of a Integrated {PV}-{CSP}-Wind Power System Under Two Different Operational Mechanisms,Institute of Electrical and Electronics Engineers Inc,10.1109/ifeea64237.2024.10878642,moo_mes_focus
gao_online_2025,gao_online_2025,doi,10.1016/j.epsr.2025.111510,2025,Online optimization of integrated energy systems based on deep learning predictive control,Electr Power Syst Res,10.1016/j.epsr.2025.111510,moo_mes_focus
gao_dw_multiobjective_2016,gao_dw_multiobjective_2016,doi,10.1109/naps.2016.7747896,2016,Multiobjective fireworks optimization framework for economic emission dispatch in microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/naps.2016.7747896,moo_mes_focus
garba_using_2017,garba_using_2017,doi,10.1109/distra.2017.8191142,2017,Using of distributed energy ressources for microgrid resilience achieving,Institute of Electrical and Electronics Engineers Inc,10.1109/distra.2017.8191142,moo_mes_focus
garcia-trivino_optimized_2016,garcia-trivino_optimized_2016,doi,10.1016/j.ijhydene.2016.09.140,2016,"Optimized operation combining costs, efficiency and lifetime of a hybrid renewable energy system with energy storage by battery and hydrogen in grid-connected applications",Int J Hydrogen Energy,10.1016/j.ijhydene.2016.09.140,moo_mes_focus
garner_optimal_2023,garner_optimal_2023,doi,10.3390/en16217363,2023,Optimal Design and Analysis of a Hybrid Hydrogen Energy Storage System for an Island-Based Renewable Energy Community,Energies,10.3390/en16217363,moo_mes_focus
gbadega_jaya_2023,gbadega_jaya_2023,doi,10.4028/p-du1983,2023,{JAYA} Algorithm-Based Energy Management for a Grid-Connected Micro-Grid with {PV}-Wind-Microturbine-Storage Energy System,Int. J. Eng. Res. Afr.,10.4028/p-du1983,moo_mes_focus
ge_hierarchical_2025,ge_hierarchical_2025,doi,10.1016/j.apenergy.2025.125451,2025,A hierarchical multi-objective co-optimization framework for sizing and energy management of coupled hydrogen-electricity energy storage systems at ports,Appl. Energy,10.1016/j.apenergy.2025.125451,moo_mes_focus
ge_evaluation_2020,ge_evaluation_2020,doi,10.7500/aeps20190326010,2020,Evaluation of Energy Supply Capability for Multi-energy Microgrid Considering Reliability Constraint,Dianli Xitong Zidonghue,10.7500/aeps20190326010,moo_mes_focus
ge_design_2014,ge_design_2014,doi,10.4028/www.scientific.net/amr.960-961.1562,2014,Design of microgrid energy management system based on {labVIEW},Trans Tech Publications Ltd,10.4028/www.scientific.net/amr.960-961.1562,moo_mes_focus
geng_multi-objective_2021,geng_multi-objective_2021,doi,10.3390/su13031320,2021,Multi-objective optimization of a microgrid considering the uncertainty of supply and demand,Sustainability,10.3390/su13031320,moo_mes_focus
ghadi-sahebi_stochastic_2020,ghadi-sahebi_stochastic_2020,key,ghadi-sahebi_stochastic_2020,2020,Stochastic scenario based microgrid energy management with electric vehicles considering uncertainty sources,{UPB} Sci. Bull. Ser. C Electr. Eng. Comput. Sci.,,moo_mes_focus
ghahderijani_multi-objective_2016,ghahderijani_multi-objective_2016,doi,10.1109/iecon.2016.7794147,2016,Multi-objective optimized daily schedule for an efficient solar-based industrial microgrid,{IEEE} Computer Society,10.1109/iecon.2016.7794147,moo_mes_focus
ghaithan_multi-objective_2024,ghaithan_multi-objective_2024,doi,10.1016/j.energy.2024.133464,2024,Multi-objective model for designing hydrogen refueling station powered using on-grid photovoltaic-wind system,Energy,10.1016/j.energy.2024.133464,moo_mes_focus
ghanbari_optimal_2024,ghanbari_optimal_2024,doi,10.1016/j.enconman.2024.118768,2024,Optimal design of solar/wind/energy storage system-powered {RO} desalination unit: Single and multi-objective optimization,Energy Convers. Manage.,10.1016/j.enconman.2024.118768,moo_mes_focus
ghandehariun_complementary_2024,ghandehariun_complementary_2024,doi,10.1016/j.renene.2024.120557,2024,Complementary assessment and design optimization of a hybrid renewable energy system integrated with open-loop pumped hydro energy storage,Renew. Energy,10.1016/j.renene.2024.120557,moo_mes_focus
ghanjati_optimal_2023,ghanjati_optimal_2023,doi,10.1177/0958305x221110529,2023,Optimal sizing and energy management of a stand-alone photovoltaic/pumped storage hydropower/battery hybrid system using Genetic Algorithm for reducing cost and increasing reliability,Energy Environ.,10.1177/0958305x221110529,moo_mes_focus
gharibi_size_2019,gharibi_size_2019,doi,10.1016/j.ijhydene.2019.08.007,2019,"Size and power exchange optimization of a grid-connected diesel generator-photovoltaic-fuel cell hybrid energy system considering reliability, cost and renewability",Int J Hydrogen Energy,10.1016/j.ijhydene.2019.08.007,moo_mes_focus
ghasemi_exergoeconomic_2024,ghasemi_exergoeconomic_2024,doi,10.1016/j.tsep.2024.102407,2024,Exergoeconomic and exergoenvironmental analyzes of a new biomass/solar-driven multigeneration energy system: An effort to maximum utilization of the waste heat of gasification process,Therm. Sci. Eng. Prog.,10.1016/j.tsep.2024.102407,moo_mes_focus
ghatak_hybrid_2021,ghatak_hybrid_2021,doi,10.1201/9781003121626-5,2021,"Hybrid Microgrid Design Based on Environment, Reliability, and Economic Aspects","Microgrids: Design, Challenges, and Prospects",10.1201/9781003121626-5,moo_mes_focus
gheouany_optimal_2024,gheouany_optimal_2024,doi,10.1016/j.energy.2024.132462,2024,Optimal active and reactive energy management for a smart microgrid system under the Moroccan grid pricing code,Energy,10.1016/j.energy.2024.132462,moo_mes_focus
gheouany_experimental_2023,gheouany_experimental_2023,doi,10.1016/j.enconman.2023.117309,2023,Experimental validation of multi-stage optimal energy management for a smart microgrid system under forecasting uncertainties,Energy Convers. Manage.,10.1016/j.enconman.2023.117309,moo_mes_focus
ghiasi_detailed_2019,ghiasi_detailed_2019,doi,10.1016/j.energy.2018.12.083,2019,"Detailed study, multi-objective optimization, and design of an {AC}-{DC} smart microgrid with hybrid renewable energy resources",Energy,10.1016/j.energy.2018.12.083,moo_mes_focus
ghiasi_optimal_2021,ghiasi_optimal_2021,doi,10.3390/app11083661,2021,Optimal multi-operation energy management in smart microgrids in the presence of ress based on multi-objective improved de algorithm: Cost-emission based optimization,Appl. Sci.,10.3390/app11083661,moo_mes_focus
ghiasi_stochastic_2023,ghiasi_stochastic_2023,doi,10.1109/icsmartgrid58556.2023.10170776,2023,Stochastic Seasonal Planning of {DG}-Based Smart Grid and Energy Hub by Considering Demand Response Program and Environmental Impacts,Institute of Electrical and Electronics Engineers Inc,10.1109/icsmartgrid58556.2023.10170776,moo_mes_focus
ghodusinejad_multi-objective_2024,ghodusinejad_multi-objective_2024,doi,10.1016/j.est.2024.112201,2024,Multi-objective optimal design and performance analysis of a residential microgrid,J. Energy Storage,10.1016/j.est.2024.112201,moo_mes_focus
ghofrani_synergistic_2024,ghofrani_synergistic_2024,doi,10.3390/su16103939,2024,Synergistic Integration of {EVs} and Renewable {DGs} in Distribution Micro-Grids,Sustainability,10.3390/su16103939,moo_mes_focus
ghorab_multi-objective_2022,ghorab_multi-objective_2022,doi,10.3390/app12020888,2022,Multi-Objective Optimization of Hybrid Renewable Tri-Generation System Performance for Buildings,Appl. Sci.,10.3390/app12020888,moo_mes_focus
ghorbani-renani_multi-objective_2022,ghorbani-renani_multi-objective_2022,doi,10.1109/igessc55810.2022.9955342,2022,A Multi-Objective Optimization for Clustering Buildings into Smart Microgrid Communities,Institute of Electrical and Electronics Engineers Inc,10.1109/igessc55810.2022.9955342,moo_mes_focus
ghosh_stochastic_2023,ghosh_stochastic_2023,doi,10.1016/j.ress.2023.109395,2023,"A stochastic investment decision making method for distribution system resilience enhancement considering automation, hardening and distributed energy resources",Reliab Eng Syst Saf,10.1016/j.ress.2023.109395,moo_mes_focus
gilani_microgrid_2022,gilani_microgrid_2022,doi,10.1016/j.scs.2022.103975,2022,A microgrid formation-based restoration model for resilient distribution systems using distributed energy resources and demand response programs,Sustainable Cities Soc.,10.1016/j.scs.2022.103975,moo_mes_focus
gildenhuys_optimization_2014,gildenhuys_optimization_2014,doi,10.1016/j.egypro.2019.01.865,2014,Optimization of the operational cost and environmental impact of a multi-microgrid system,Elsevier Ltd,10.1016/j.egypro.2019.01.865,moo_mes_focus
gitizadeh_multi-objective_2014,gitizadeh_multi-objective_2014,doi,10.1109/sgc.2014.7090870,2014,Multi-objective energy management of {CHP}-based microgrid considering demand response programs,Institute of Electrical and Electronics Engineers Inc,10.1109/sgc.2014.7090870,moo_mes_focus
giudici_dynamic_2019,giudici_dynamic_2019,doi,10.1016/j.apenergy.2019.05.084,2019,"Dynamic, multi-objective optimal design and operation of water-energy systems for small, off-grid islands",Appl. Energy,10.1016/j.apenergy.2019.05.084,moo_mes_focus
goh_multi-criteria_2023,goh_multi-criteria_2023,doi,10.1016/j.rser.2023.113341,2023,Multi-criteria optimisation of fermentative and solar-driven electrolytic hydrogen and electricity supply-demand network with hybrid storage system,Renewable Sustainable Energy Rev,10.1016/j.rser.2023.113341,moo_mes_focus
goh_modelling_2023,goh_modelling_2023,doi,10.1016/j.enconman.2023.117484,2023,Modelling and multi-objective optimisation of sustainable solar-biomass-based hydrogen and electricity co-supply hub using metaheuristic-{TOPSIS} approach,Energy Convers. Manage.,10.1016/j.enconman.2023.117484,moo_mes_focus
golla_evaluating_2022,golla_evaluating_2022,doi,10.1016/j.apenergy.2022.119241,2022,Evaluating the impact of regulation on the path of electrification in Citizen Energy Communities with prosumer investment,Appl. Energy,10.1016/j.apenergy.2022.119241,moo_mes_focus
goncalves_optimal_2023,goncalves_optimal_2023,doi,10.3390/en16135165,2023,Optimal Sizing of a Photovoltaic/Battery Energy Storage System to Supply Electric Substation Auxiliary Systems under Contingency,Energies,10.3390/en16135165,moo_mes_focus
gonzalez_environmental_2018,gonzalez_environmental_2018,doi,10.1016/j.renene.2018.03.062,2018,Environmental and cost optimal design of a biomass–Wind–{PV} electricity generation system,Renew. Energy,10.1016/j.renene.2018.03.062,moo_mes_focus
gonzalez_combined_2016,gonzalez_combined_2016,doi,10.1016/j.energy.2016.10.025,2016,Combined heat and power design based on environmental and cost criteria,Energy,10.1016/j.energy.2016.10.025,moo_mes_focus
goodarzi_novel_2017,goodarzi_novel_2017,doi,10.3390/en10040485,2017,A novel optimal control method for islanded microgrids based on droop control using the {ICA}-{GA} algorithm,Energies,10.3390/en10040485,moo_mes_focus
gooroochurn_m_comparative_2024,gooroochurn_m_comparative_2024,key,gooroochurn_m_comparative_2024,2024,Comparative Study of Posteriori Decision-Making Techniques for the Optimal Sizing and Location of Distributed Generation Units,Institute of Electrical and Electronics Engineers Inc,,moo_mes_focus
gou_hybrid_2017,gou_hybrid_2017,doi,10.1007/978-3-030-22796-8_29,2017,A Hybrid Neurodynamic Algorithm to Multi-objective Operation Management in Microgrid,Springer Verlag,10.1007/978-3-030-22796-8_29,moo_mes_focus
gou_optimal_2024,gou_optimal_2024,doi,10.1016/j.jclepro.2024.143361,2024,Optimal wind and solar sizing in a novel hybrid power system incorporating concentrating solar power and considering ultra-high voltage transmission,J. Clean. Prod.,10.1016/j.jclepro.2024.143361,moo_mes_focus
gowrisetty_multi-objective_2024,gowrisetty_multi-objective_2024,doi,10.1007/978-981-99-6774-2_1,2024,A Multi-objective Optimization Model for Economic-Environmental Operation of Microgrid,Springer Science and Business Media Deutschland {GmbH},10.1007/978-981-99-6774-2_1,moo_mes_focus
green_residential_2021,green_residential_2021,doi,10.1016/j.enbuild.2020.110705,2021,Residential microgrid optimization using grey-box and black-box modeling methods,Energy Build.,10.1016/j.enbuild.2020.110705,moo_mes_focus
groppi_eplanopt_2021,groppi_eplanopt_2021,doi,10.1016/j.enconman.2021.114295,2021,The {EPLANopt} model for Favignana island's energy transition,Energy Convers. Manage.,10.1016/j.enconman.2021.114295,moo_mes_focus
gu_research_2021,gu_research_2021,doi,10.19805/j.cnki.jcspe.2021.04.011,2021,"Research on Optimal Scheduling of Multi-source Cooling, Heating and Power Cogeneration Systems for Public Buildings and Institutions",Dongli Gongcheng Xuebao/Jr.Chi. Soc.Pr.Eng.,10.19805/j.cnki.jcspe.2021.04.011,moo_mes_focus
gu_multi-objective_2012,gu_multi-objective_2012,doi,10.3969/j.issn.1000-1026.2012.14.033,2012,Multi-objective optimization of combined heat and power microgrid considering pollutant emission,Dianli Xitong Zidonghue,10.3969/j.issn.1000-1026.2012.14.033,moo_mes_focus
gu_low-carbon-emission-based_2023,gu_low-carbon-emission-based_2023,doi,10.1109/cpese59653.2023.10303021,2023,Low-carbon-emission-based Economic Optimization Scheme for a Smart Building with Multiple Energy Flows,Institute of Electrical and Electronics Engineers Inc,10.1109/cpese59653.2023.10303021,moo_mes_focus
guan_multi-objective_2024,guan_multi-objective_2024,doi,10.3390/en17071760,2024,Multi-Objective Optimal Scheduling of Microgrids Based on Improved Particle Swarm Algorithm,Energies,10.3390/en17071760,moo_mes_focus
guezgouz_optimal_2019,guezgouz_optimal_2019,doi,10.1016/j.enconman.2019.112046,2019,Optimal hybrid pumped hydro-battery storage scheme for off-grid renewable energy systems,Energy Convers. Manage.,10.1016/j.enconman.2019.112046,moo_mes_focus
guixi_two-tier_2023,guixi_two-tier_2023,doi,10.1109/ispec58282.2023.10403076,2023,Two-tier optimal scheduling of microgrid cluster distribution system based on energy interaction,Institute of Electrical and Electronics Engineers Inc,10.1109/ispec58282.2023.10403076,moo_mes_focus
guliashki_multi-objective_2018,guliashki_multi-objective_2018,doi,10.1016/j.ifacol.2019.12.587,2018,Multi-objective optimization approach for energy efficiency in microgrids,Elsevier B.V,10.1016/j.ifacol.2019.12.587,moo_mes_focus
guo_application_2024,guo_application_2024,doi,10.1016/j.heliyon.2024.e31748,2024,The application effect of the optimized scheduling model of virtual power plant participation in the new electric power system,Heliyon,10.1016/j.heliyon.2024.e31748,moo_mes_focus
guo_research_2024,guo_research_2024,doi,10.1088/1742-6596/2782/1/012003,2024,Research on low-carbon optimization methods for regional energy interconnection systems considering multi-energy coupling characteristics,Institute of Physics,10.1088/1742-6596/2782/1/012003,moo_mes_focus
guo_multi-objective_2021,guo_multi-objective_2021,doi,10.1016/j.seta.2021.101394,2021,"Multi-objective optimization of multi-energy heating systems based on solar, natural gas, and air- energy",Sustainable Energy Technol. Assess.,10.1016/j.seta.2021.101394,moo_mes_focus
guo_real-time_2022,guo_real-time_2022,doi,10.7641/cta.2022.10932,2022,Real-time optimal scheduling for microgrid systems based on distributed deep reinforcement learning,Kong Zhi Li Lun Yu Ying Yong,10.7641/cta.2022.10932,moo_mes_focus
guo_multi-objective_2022,guo_multi-objective_2022,doi,10.1016/j.energy.2021.122124,2022,Multi-objective optimization design and multi-attribute decision-making method of a distributed energy system based on nearly zero-energy community load forecasting,Energy,10.1016/j.energy.2021.122124,moo_mes_focus
guo_efficient_2021,guo_efficient_2021,doi,10.1016/j.jclepro.2020.125581,2021,Efficient integration of demand response and plug-in electrical vehicle in microgrid: Environmental and economic assessment,J. Clean. Prod.,10.1016/j.jclepro.2020.125581,moo_mes_focus
guo_coupling_2023,guo_coupling_2023,doi,10.1093/ijlct/ctad080,2023,Coupling optimization of hydropower and hydrogen systems considering energy supply safety culture,Int. J. Low Carbon Technol.,10.1093/ijlct/ctad080,moo_mes_focus
guo_multi-objective_2022-1,guo_multi-objective_2022-1,doi,10.19912/j.0254-0096.tynxb.2021-0314,2022,Multi-objective capacity optimization of renewable energy power system considering techno-economic comparisons of various energy storage technologies,Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2021-0314,moo_mes_focus
guo_learning-driven_2024,guo_learning-driven_2024,doi,10.3389/fenrg.2024.1517861,2024,Learning-driven load frequency control for islanded microgrid using graph networks-based deep reinforcement learning,Front. Energy Res.,10.3389/fenrg.2024.1517861,moo_mes_focus
